🇨🇳央视频道🇨🇳,#genre#
CCTV10,http://222.129.139.229:8888/rtp/239.3.1.63:8116
CCTV11,http://60.2.190.206:4000/udp/239.253.93.153:6321
CCTV11,http://222.129.139.229:8888/udp/239.3.1.152:8120$订阅源
CCTV11,http://114.252.238.87:8000/rtp/239.3.1.152:8120
CCTV11,http://123.113.249.203:8888/udp/239.3.1.152:8120$订阅源
CCTV11,http://221.219.79.161:4000/udp/239.3.1.152:8120
CCTV11,http://123.117.237.15:8680/rtp/239.3.1.152:8120
CCTV11,http://115.171.80.176:1688/udp/225.1.8.111:8040
CCTV11,http://222.129.139.91:8888/udp/239.3.1.152:8120
CCTV11,http://123.56.129.203:5431/rtp/225.1.8.111:8040
CCTV11,http://111.196.135.75:8686/rtp/239.3.1.152:8120$dsj
CCTV11,http://125.82.168.238:8888/rtp/235.254.198.7:1304$组播源
CCTV11,http://221.222.162.206:8888/rtp/239.3.1.152:8120
CCTV11,http://www.erbao1981.top:8188/udp/239.76.245.251:1234
CCTV11,http://ikuai.zlsip.top:4022/rtp/239.3.1.152:8120
CCTV11,http://60.2.190.206:4000/rtp/239.253.93.153:6321$组播源
CCTV11,http://114.83.223.132:9999/rtp/239.45.0.18:5140$组播源
CCTV11,http://60.2.190.206:4000/rtp/239.253.93.153:6321
CCTV11,http://115.49.74.158:4000/rtp/225.1.4.11:1040$组播源
CCTV11,http://113.13.242.220:4022/udp/239.81.0.229:4056
CCTV11,http://123.117.174.237:30000/rtp/239.3.1.152:8120$组播源
CCTV11,http://sweetown.fun:4000/rtp/239.3.1.152:8120$1920x1080
CCTV11,http://125.82.171.210:8888/rtp/235.254.198.7:1304$组播源
CCTV11,http://111.196.129.152:20000/udp/239.3.1.152:8120
CCTV11,http://123.117.174.237:30000/rtp/239.3.1.152:8120
CCTV11,http://60.26.63.45:8000/udp/225.1.2.192:5002
CCTV11,http://123.113.187.204:8000/rtp/239.3.1.152:8120
CCTV11,http://218.241.192.50:8808/rtp/239.3.1.152:8120$组播源
CCTV11,http://114.249.215.204:9888/udp/239.3.1.152:8120
CCTV11,http://hebdx.chunfengyun.top:4022/rtp/239.254.201.123:8120$组播源
CCTV11,http://115.49.74.158:4000/rtp/225.1.4.215:1268$组播源
CCTV11,http://ha.xushining.com:50000/udp/225.1.2.192:5002
CCTV11,http://123.113.249.203:8888/udp/239.3.1.152:8120
CCTV11,http://218.241.192.50:8808/rtp/239.3.1.152:8120
CCTV11,http://113.100.72.88:8899/udp/239.77.1.238:5146
CCTV11,http://60.7.56.33:4000/udp/239.253.93.153:6321
CCTV11,http://119.32.12.32:2901/udp/224.1.100.44:11111
CCTV11,http://60.7.56.33:4000/rtp/239.253.93.153:6321
CCTV11,http://222.129.139.229:8888/rtp/239.3.1.152:8120
CCTV11,http://114.249.230.215:9888/udp/239.3.1.152:8120
CCTV11,http://123.113.249.203:8888/rtp/239.3.1.152:8120$组播源
CCTV11,http://123.157.31.182:7912/rtp/233.50.201.11:5140$组播源
CCTV11,http://221.219.79.161:4000/rtp/239.3.1.152:8120$组播源
CCTV11,http://123.122.163.183:19999/udp/239.3.1.152:8120
CCTV11,http://113.13.242.220:4022/udp/239.81.0.23:4056
CCTV11,http://nas.laoknas.com:9000/rtp/232.0.0.178:1234$组播源
CCTV11,http://111.196.191.248:5555/rtp/239.3.1.152:8120
CCTV11,http://221.222.162.206:8888/rtp/239.3.1.152:8120$组播源
CCTV11,http://115.171.80.176:1688/udp/225.1.8.73:8120
CCTV11,http://114.252.238.87:8000/udp/239.3.1.152:8120
CCTV11,http://114.252.236.205:8000/rtp/239.3.1.152:8120
CCTV11,http://sweetown.fun:4000/rtp/239.3.1.152:8120
CCTV11,http://123.117.237.15:8680/rtp/239.3.1.152:8120$组播源
CCTV11,http://183.144.192.51:6868/rtp/233.50.201.11:5140
CCTV11,http://222.129.139.91:8888/udp/239.3.1.152:8120$订阅源
CCTV11,http://123.113.187.204:8000/udp/239.3.1.152:8120
CCTV11,http://114.243.110.0:4000/rtp/239.3.1.152:8120
CCTV11,http://111.196.129.152:20000/rtp/239.3.1.152:8120
CCTV11,http://114.83.223.132:9999/udp/239.45.1.196:5140
CCTV11,http://113.65.5.217:85/udp/239.77.1.238:5146
CCTV11,http://114.243.110.0:4000/rtp/239.3.1.152:8120$组播源
CCTV11,http://www.lebaobei.top:6868/rtp/239.255.30.62:8231$1920x1080
CCTV11,http://221.219.79.161:4000/rtp/239.3.1.152:8120
CCTV11,http://114.243.110.0:4000/rtp/239.3.1.152:8120$dsj
CCTV11,http://222.129.139.229:8888/udp/239.3.1.152:8120
CCTV11,http://221.219.96.192:8012/rtp/239.3.1.152:8120?$北京联通
CCTV11,http://117.32.84.31:8025/rtp/239.112.205.213:5140$组播源
CCTV11,http://114.249.229.24:8888/udp/239.3.1.152:8120
CCTV11,http://123.113.187.204:8000/rtp/239.3.1.152:8120$组播源
CCTV11,http://14.19.168.64:4022/udp/239.77.1.238:5146
CCTV11,http://125.33.89.106:5566/udp/239.3.1.152:8120
CCTV11,http://123.113.249.203:8888/rtp/239.3.1.152:8120
CCTV11,http://114.252.239.133:9876/udp/239.3.1.152:8120
CCTV11,http://171.107.73.129:4000/udp/239.81.0.229:4056
CCTV11,http://171.107.73.129:4000/udp/239.81.0.23:4056
CCTV11,http://222.129.139.229:8888/rtp/239.3.1.152:8120$组播源
CCTV11,http://221.219.79.161:4000/rtp/239.3.1.152:8120$dsj
CCTV11,http://123.56.129.203:5431/rtp/225.1.8.73:8120
CCTV12,http://113.13.242.220:4022/udp/239.81.0.24:4056
CCTV12,http://115.49.74.158:4000/rtp/225.1.4.12:1041$组播源
CCTV12,http://60.2.190.206:4000/rtp/239.253.92.197:6062
CCTV12,http://221.219.79.161:4000/udp/239.3.1.64:8124
CCTV12,http://111.196.129.152:20000/rtp/239.3.1.64:8124
CCTV12,http://117.32.84.31:8025/rtp/239.112.205.88:5140$组播源
CCTV12,http://ha.xushining.com:50000/udp/225.1.1.142:5002
CCTV12,http://221.219.96.192:8012/rtp/239.3.1.64:8124?$北京联通
CCTV12,http://221.219.79.161:4000/rtp/239.3.1.64:8124$dsj
CCTV12,http://111.196.129.152:20000/udp/239.3.1.64:8124$订阅源
CCTV12,http://171.107.73.129:4000/udp/239.81.0.24:4056
CCTV12,http://222.129.139.229:8888/udp/239.3.1.64:8124
CCTV12,http://125.82.171.210:8888/rtp/235.254.198.8:1308$组播源
CCTV12,http://114.243.110.0:4000/rtp/239.3.1.64:8124
CCTV12,http://114.243.110.0:4000/rtp/239.3.1.64:8124$dsj
CCTV12,http://60.26.63.45:8000/udp/225.1.1.142:5002
CCTV12,http://60.2.190.206:4000/udp/239.253.92.197:6062
CCTV12,http://nas.tuyuannet.cn:8800/rtp/239.37.0.6:5540
CCTV12,http://114.252.236.205:8000/rtp/239.3.1.64:8124
CCTV12,http://123.113.187.204:8000/rtp/239.3.1.64:8124
CCTV12,http://111.196.191.248:5555/rtp/239.3.1.64:8124
CCTV12,http://14.19.168.64:4022/udp/239.77.1.109:5146
CCTV12,http://114.249.215.204:9888/udp/239.3.1.64:8124
CCTV12,http://114.249.230.215:9888/udp/239.3.1.64:8124
CCTV12,http://123.56.129.203:5431/rtp/225.1.8.12:8124
CCTV12,http://123.117.174.237:30000/rtp/239.3.1.64:8124$组播源
CCTV12,http://123.122.162.7:19999/udp/239.3.1.64:8124
CCTV12,http://60.7.56.33:4000/udp/239.253.92.197:6062
CCTV12,http://123.113.187.204:8000/udp/239.3.1.64:8124
CCTV12,http://www.erbao1981.top:8188/udp/239.76.253.162:9000
CCTV12,http://123.113.187.204:8000/rtp/239.3.1.64:8124$组播源
CCTV12,http://222.188.164.181:4022/rtp/239.49.8.55:9822$组播源
CCTV12,http://123.157.31.182:7912/rtp/233.50.201.123:5140$组播源
CCTV12,http://114.249.229.24:8888/udp/239.3.1.64:8124
CCTV12,http://114.252.238.87:8000/rtp/239.3.1.64:8124
CCTV12,http://ikuai.zlsip.top:4022/rtp/239.3.1.64:8124
CCTV12,http://123.113.249.203:8888/udp/239.3.1.64:8124
CCTV12,http://114.243.110.0:4000/rtp/239.3.1.64:8124$组播源
CCTV12,http://123.117.174.237:30000/rtp/239.3.1.64:8124
CCTV12,http://sweetown.fun:4000/rtp/239.3.1.64:8124$1920x1080
CCTV12,http://125.33.89.106:5566/udp/239.3.1.64:8124
CCTV12,http://123.117.237.15:8680/rtp/239.3.1.64:8124$组播源
CCTV12,http://sweetown.fun:4000/rtp/239.3.1.64:8124
CCTV12,http://222.95.92.12:4000/rtp/239.49.1.12:6000
CCTV12,http://113.13.242.220:4022/udp/239.81.0.119:4056
CCTV12,http://125.82.168.238:8888/rtp/235.254.198.60:1516$组播源
CCTV12,http://115.171.80.176:1688/udp/225.1.8.112:8232
CCTV12,http://115.171.80.176:1688/udp/225.1.8.12:8124
CCTV12,http://113.65.5.217:85/udp/239.77.1.109:5146
CCTV12,http://221.219.79.161:4000/rtp/239.3.1.64:8124$组播源
CCTV12,http://221.219.79.161:4000/rtp/239.3.1.64:8124
CCTV12,http://114.83.223.132:9999/rtp/239.45.3.10:5140$组播源
CCTV12,http://111.196.129.152:20000/rtp/239.3.1.64:8124$组播源
CCTV12,http://171.107.73.129:4000/udp/239.81.0.119:4056
CCTV12,http://114.252.238.87:8000/udp/239.3.1.64:8124
CCTV12,http://222.129.139.91:8888/udp/239.3.1.64:8124
CCTV12,http://60.2.190.206:4000/rtp/239.253.92.197:6062$组播源
CCTV12,http://60.7.56.33:4000/rtp/239.253.92.197:6062
CCTV12,http://218.241.192.50:8808/rtp/239.3.1.64:8124$组播源
CCTV12,http://113.100.72.88:8899/udp/239.77.1.109:5146
CCTV12,http://114.252.238.87:8000/udp/239.3.1.64:8124$订阅源
CCTV12,http://222.95.92.12:4000/rtp/239.49.1.12:6000$720x576
CCTV12,http://115.49.74.158:4000/rtp/225.1.4.79:1108$组播源
CCTV12,http://222.95.92.12:4000/rtp/239.49.8.135:6000$1920x1080
CCTV12,http://123.113.187.204:8000/udp/239.3.1.64:8124$订阅源
CCTV12,http://111.196.129.152:20000/udp/239.3.1.64:8124
CCTV12,http://114.252.239.133:9876/udp/239.3.1.64:8124
CCTV12,http://222.129.139.229:8888/rtp/239.3.1.64:8124
CCTV12,http://119.32.12.32:2901/udp/224.1.100.78:11111
CCTV12,http://218.241.192.50:8808/rtp/239.3.1.64:8124
CCTV12,http://222.95.92.12:4000/rtp/239.49.8.135:6000
CCTV12,http://183.144.192.51:6868/rtp/233.50.201.123:5140
CCTV12,http://222.129.139.229:8888/rtp/239.3.1.64:8124$组播源
CCTV12,http://123.117.237.15:8680/rtp/239.3.1.64:8124
CCTV12,http://123.56.129.203:5431/rtp/225.1.8.112:8232
CCTV12,http://114.83.223.132:9999/udp/239.45.3.10:5140
CCTV12,http://125.82.171.210:8888/rtp/235.254.198.60:1516$组播源
CCTV12,http://nas.laoknas.com:9000/rtp/232.0.0.139:1234$组播源
CCTV12,http://114.83.223.132:9999/rtp/239.45.3.124:5140$组播源
CCTV13,http://171.107.73.129:4000/udp/239.81.0.206:4056
CCTV13,http://221.219.79.161:4000/rtp/239.3.1.124:8128$dsj
CCTV13,http://hebdx.chunfengyun.top:4022/rtp/239.254.200.9:8264$组播源
CCTV13,http://221.219.79.161:4000/rtp/239.3.1.124:8128
CCTV13,http://114.252.236.205:8000/rtp/239.3.1.124:8128
CCTV13,http://123.117.237.15:8680/rtp/239.3.1.124:8128
CCTV13,http://60.7.56.33:4000/udp/239.253.92.13:8008
CCTV13,http://221.222.162.206:8888/udp/239.3.1.124:8128$订阅源
CCTV13,http://222.129.139.91:8888/rtp/239.3.1.124:8128$组播源
CCTV13,http://114.252.239.133:9876/udp/239.3.1.124:8128
CCTV13,http://123.113.187.204:8000/rtp/239.3.1.124:8128
CCTV13,http://114.249.229.24:8888/udp/239.3.1.124:8128
CCTV13,http://111.196.129.152:20000/udp/239.3.1.124:8128$订阅源
CCTV13,http://123.122.163.183:19999/udp/239.3.1.124:8128$订阅源
CCTV13,http://60.2.190.206:4000/udp/239.253.92.13:8008
CCTV13,http://183.144.192.51:6868/rtp/233.50.201.246:5140
CCTV13,http://sweetown.fun:4000/rtp/239.3.1.124:8128$1920x1080
CCTV13,http://123.56.129.203:5431/rtp/225.1.1.10:8128
CCTV13,http://114.243.110.0:4000/rtp/239.3.1.124:8128$dsj
CCTV13,http://113.65.5.217:85/udp/239.77.0.188:5146
CCTV13,http://ha.xushining.com:50000/udp/225.1.2.193:5002
CCTV13,http://222.129.139.91:8888/udp/239.3.1.124:8128
CCTV13,http://113.100.72.88:8899/udp/239.77.0.188:5146
CCTV13,http://ikuai.zlsip.top:4022/rtp/239.3.1.124:8128
CCTV13,http://60.26.63.45:8000/udp/225.1.2.193:5002
CCTV13,http://123.117.174.237:30000/rtp/239.3.1.124:8128
CCTV13,http://221.222.162.206:8888/rtp/239.3.1.124:8128$组播源
CCTV13,http://115.49.74.158:4000/rtp/225.1.4.13:1042$组播源
CCTV13,http://222.129.139.229:8888/rtp/239.3.1.124:8128
CCTV13,http://123.56.129.203:5431/rtp/225.1.8.168:8130
CCTV13,http://125.82.168.238:8888/rtp/235.254.198.9:1312$组播源
CCTV13,http://123.113.249.203:8888/rtp/239.3.1.124:8128$组播源
CCTV13,http://114.252.238.87:8000/udp/239.3.1.124:8128
CCTV13,http://113.13.242.220:4022/udp/239.81.0.206:4056
CCTV13,http://111.196.191.248:5555/rtp/239.3.1.124:8128
CCTV13,http://114.249.215.204:9888/udp/239.3.1.124:8128
CCTV13,http://119.32.12.32:2901/udp/224.1.100.69:11111
CCTV13,http://123.113.187.204:8000/udp/239.3.1.124:8128$订阅源
CCTV13,http://171.107.73.129:4000/udp/239.81.0.26:4056
CCTV13,http://114.243.110.0:4000/rtp/239.3.1.124:8128$组播源
CCTV13,http://114.243.110.0:4000/rtp/239.3.1.124:8128
CCTV13,http://222.129.139.91:8888/rtp/239.3.1.124:8128
CCTV13,http://sweetown.fun:4000/rtp/239.3.1.124:8128
CCTV13,http://221.219.79.161:4000/udp/239.3.1.124:8128
CCTV13,http://111.196.129.152:20000/rtp/239.3.1.124:8128
CCTV13,http://114.252.238.87:8000/rtp/239.3.1.124:8128
CCTV13,http://222.129.139.229:8888/rtp/239.3.1.124:8128$组播源
CCTV13,http://113.13.242.220:4022/udp/239.81.0.26:4056
CCTV13,http://111.196.129.152:20000/udp/239.3.1.124:8128
CCTV13,http://218.241.192.50:8808/rtp/239.3.1.124:8128
CCTV13,http://60.7.56.33:4000/rtp/239.253.92.13:8008
CCTV13,http://123.113.187.204:8000/udp/239.3.1.124:8128
CCTV13,http://115.171.80.176:1688/udp/225.1.8.168:8130
CCTV13,http://123.157.31.182:7912/rtp/233.50.201.246:5140$组播源
CCTV13,http://115.171.80.176:1688/udp/225.1.8.113:8264
CCTV13,http://123.122.162.7:19999/udp/239.3.1.124:8128
CCTV13,http://114.83.223.132:9999/udp/239.45.1.198:5140
CCTV13,http://222.129.139.229:8888/udp/239.3.1.124:8128
CCTV13,http://123.113.249.203:8888/udp/239.3.1.124:8128
CCTV13,http://125.33.89.106:5566/udp/239.3.1.124:8128
CCTV13,http://123.113.187.204:8000/rtp/239.3.1.124:8128$组播源
CCTV13,http://60.2.190.206:4000/udp/239.253.92.13:8008$订阅源
CCTV13,http://www.erbao1981.top:8188/udp/239.76.253.93:9000
CCTV13,http://14.19.168.64:4022/udp/239.77.0.188:5146
CCTV13,http://114.249.230.215:9888/udp/239.3.1.124:8128
CCTV13,http://60.2.190.206:4000/rtp/239.253.92.13:8008
CCTV13,http://125.82.171.210:8888/rtp/235.254.198.9:1312$组播源
CCTV13,http://222.188.164.181:4022/rtp/239.49.8.109:8000$组播源
CCTV13,http://221.219.79.161:4000/rtp/239.3.1.124:8128$组播源
CCTV13,http://115.49.74.158:4000/rtp/225.1.4.113:1293$组播源
CCTV13,http://221.219.96.192:8012/rtp/239.3.1.124:8128?$北京联通
CCTV13,http://111.196.129.152:20000/rtp/239.3.1.124:8128$组播源
CCTV13,http://114.83.223.132:9999/rtp/239.45.0.19:5140$组播源
CCTV14,http://113.13.242.220:4022/udp/239.81.0.120:4056
CCTV14,http://114.243.110.0:4000/rtp/239.3.1.65:8132$dsj
CCTV14,http://221.219.79.161:4000/rtp/239.3.1.65:8132
CCTV14,http://113.13.242.220:4022/udp/239.81.0.25:4056
CCTV14,http://114.83.223.132:9999/rtp/239.45.3.125:5140$组播源
CCTV14,http://ikuai.zlsip.top:4022/rtp/239.3.1.65:8132
CCTV14,http://221.219.79.161:4000/rtp/239.3.1.65:8132$组播源
CCTV14,http://hebdx.chunfengyun.top:4022/rtp/239.254.200.162:6000$组播源
CCTV14,http://218.241.192.50:8808/rtp/239.3.1.65:8132
CCTV14,http://111.196.191.248:5555/rtp/239.3.1.65:8132
CCTV14,http://115.171.80.176:1688/udp/225.1.8.14:8132
CCTV14,http://123.56.129.203:5431/rtp/225.1.8.14:8132
CCTV14,http://222.129.139.91:8888/udp/239.3.1.65:8132
CCTV14,http://123.56.129.203:5431/rtp/225.1.8.114:8236
CCTV14,http://123.122.163.183:19999/udp/239.3.1.65:8132
CCTV14,http://115.49.74.158:4000/rtp/225.1.4.14:1043$组播源
CCTV14,http://111.196.129.152:20000/rtp/239.3.1.65:8132
CCTV14,http://171.107.73.129:4000/udp/239.81.0.25:4056
CCTV14,http://60.7.56.33:4000/udp/239.253.92.198:6063$订阅源
CCTV14,http://60.26.63.45:8000/udp/225.1.1.144:5002
CCTV14,http://123.113.187.204:8000/rtp/239.3.1.65:8132$组播源
CCTV14,http://123.113.249.203:8888/udp/239.3.1.65:8132
CCTV14,http://114.249.215.204:9888/udp/239.3.1.65:8132
CCTV14,http://nas.tuyuannet.cn:8800/rtp/239.37.0.5:5540
CCTV14,http://115.171.80.176:1688/udp/225.1.8.114:8236
CCTV14,http://sweetown.fun:4000/rtp/239.3.1.65:8132
CCTV14,http://114.83.223.132:9999/rtp/239.45.3.23:5140$组播源
CCTV14,http://114.252.238.87:8000/rtp/239.3.1.65:8132
CCTV14,http://114.252.239.133:9876/udp/239.3.1.65:8132
CCTV14,http://111.196.129.152:20000/udp/239.3.1.65:8132$订阅源
CCTV14,http://113.100.72.88:8899/udp/239.77.1.161:5146
CCTV14,http://111.196.129.152:20000/udp/239.3.1.65:8132
CCTV14,http://114.249.229.24:8888/udp/239.3.1.65:8132
CCTV14,http://221.219.79.161:4000/udp/239.3.1.65:8132
CCTV14,http://114.243.110.0:4000/rtp/239.3.1.65:8132$组播源
CCTV14,http://221.219.79.161:4000/rtp/239.3.1.65:8132$dsj
CCTV14,http://113.65.5.217:85/udp/239.77.1.161:5146
CCTV14,http://123.157.31.182:7912/rtp/233.50.201.124:5140$组播源
CCTV14,http://218.241.192.50:8808/rtp/239.3.1.65:8132$组播源
CCTV14,http://60.2.190.206:4000/rtp/239.253.92.198:6063
CCTV14,http://123.113.187.204:8000/udp/239.3.1.65:8132
CCTV14,http://60.2.190.206:4000/rtp/239.253.92.198:6063$组播源
CCTV14,http://114.252.236.205:8000/rtp/239.3.1.65:8132
CCTV14,http://222.129.139.229:8888/rtp/239.3.1.65:8132
CCTV14,http://58.215.3.254:8686/rtp/239.49.8.136:6000
CCTV14,http://119.32.12.32:2901/udp/224.1.100.80:11111
CCTV14,http://www.erbao1981.top:8188/udp/239.76.253.164:9000
CCTV14,http://125.33.89.106:5566/udp/239.3.1.65:8132
CCTV14,http://123.113.249.203:8888/rtp/239.3.1.65:8132
CCTV14,http://114.252.238.87:8000/udp/239.3.1.65:8132
CCTV14,http://115.49.74.158:4000/rtp/225.1.4.80:1109$组播源
CCTV14,http://60.7.56.33:4000/rtp/239.253.92.198:6063$组播源
CCTV14,http://114.243.110.0:4000/rtp/239.3.1.65:8132
CCTV14,http://123.113.187.204:8000/rtp/239.3.1.65:8132
CCTV14,http://114.252.238.87:8000/rtp/239.3.1.65:8132$组播源
CCTV14,http://nas.laoknas.com:9000/rtp/232.0.0.140:1234$组播源
CCTV14,http://111.196.129.152:20000/rtp/239.3.1.65:8132$组播源
CCTV14,http://123.117.174.237:30000/rtp/239.3.1.65:8132
CCTV14,http://60.7.56.33:4000/rtp/239.253.92.198:6063
CCTV14,http://sweetown.fun:4000/rtp/239.3.1.65:8132$1920x1080
CCTV14,http://114.83.223.132:9999/udp/239.45.3.23:5140
CCTV14,http://183.144.192.51:6868/rtp/233.50.201.124:5140
CCTV14,http://123.113.249.203:8888/udp/239.3.1.65:8132$订阅源
CCTV14,http://117.32.84.31:8025/rtp/239.112.205.91:5140$组播源
CCTV14,http://114.249.230.215:9888/udp/239.3.1.65:8132
CCTV14,http://222.129.139.229:8888/udp/239.3.1.65:8132
CCTV14,http://123.113.249.203:8888/rtp/239.3.1.65:8132$组播源
CCTV14,http://ha.xushining.com:50000/udp/225.1.1.144:5002
CCTV14,http://171.107.73.129:4000/udp/239.81.0.120:4056
CCTV14,http://60.2.190.206:4000/udp/239.253.92.198:6063
CCTV14,http://111.196.135.75:8686/rtp/239.3.1.65:8132$组播源
CCTV14,http://14.19.168.64:4022/udp/239.77.1.161:5146
CCTV14,http://123.117.237.15:8680/rtp/239.3.1.65:8132$组播源
CCTV14,http://221.219.96.192:8012/rtp/239.3.1.65:8132?$北京联通
CCTV14,http://60.7.56.33:4000/udp/239.253.92.198:6063
CCTV15,http://117.32.84.31:8025/rtp/239.112.205.214:5140$组播源
CCTV15,http://ikuai.zlsip.top:4022/rtp/239.3.1.153:8136
CCTV15,http://114.83.223.132:9999/rtp/239.45.0.20:5140$组播源
CCTV15,http://221.219.79.161:4000/rtp/239.3.1.153:8136$组播源
CCTV15,http://www.erbao1981.top:8188/udp/239.76.245.252:1234
CCTV15,http://www.lebaobei.top:6868/rtp/239.255.30.68:8231$1920x1080
CCTV15,http://sweetown.fun:4000/rtp/239.3.1.153:8136$1920x1080
CCTV15,http://114.243.110.0:4000/rtp/239.3.1.153:8136$dsj
CCTV15,http://114.249.229.24:8888/udp/239.3.1.153:8136
CCTV15,http://ha.xushining.com:50000/udp/225.1.2.194:5002
CCTV15,http://sweetown.fun:4000/rtp/239.3.1.153:8136
CCTV15,http://125.33.89.106:5566/udp/239.3.1.153:8136
CCTV15,http://123.113.249.203:8888/rtp/239.3.1.153:8136
CCTV15,http://114.243.110.0:4000/rtp/239.3.1.153:8136$组播源
CCTV15,http://119.32.12.32:2901/udp/224.1.100.42:11111
CCTV15,http://111.196.129.152:20000/udp/239.3.1.153:8136
CCTV15,http://115.49.74.158:4000/rtp/225.1.4.15:1044$组播源
CCTV15,http://123.122.162.7:19999/udp/239.3.1.153:8136
CCTV15,http://111.196.129.152:20000/udp/239.3.1.153:8136$订阅源
CCTV15,http://221.219.96.192:8012/rtp/239.3.1.153:8136?$北京联通
CCTV15,http://114.83.223.132:9999/rtp/239.45.3.126:5140$组播源
CCTV15,http://171.107.73.129:4000/udp/239.81.0.27:4056
CCTV15,http://60.7.56.33:4000/rtp/239.253.93.154:6322$组播源
CCTV15,http://123.56.129.203:5431/rtp/225.1.8.115:8052
CCTV15,http://125.82.168.238:8888/rtp/235.254.198.11:1320$组播源
CCTV15,http://114.252.236.205:8000/rtp/239.3.1.153:8136
CCTV15,http://60.7.56.33:4000/rtp/239.253.93.154:6322
CCTV15,http://nas.tuyuannet.cn:8800/rtp/239.37.1.28:5540
CCTV15,http://123.117.174.237:30000/rtp/239.3.1.153:8136
CCTV15,http://123.56.129.203:5431/rtp/225.1.8.74:8136
CCTV15,http://60.7.56.33:4000/udp/239.253.93.154:6322
CCTV15,http://60.2.190.206:4000/rtp/239.253.93.154:6322
CCTV15,http://60.7.56.33:4000/rtp/239.253.93.154:6322$1920x1080
CCTV15,http://115.171.80.176:1688/udp/225.1.8.74:8136
CCTV15,http://114.249.230.215:9888/udp/239.3.1.153:8136
CCTV15,http://221.219.79.161:4000/rtp/239.3.1.153:8136
CCTV15,http://114.252.239.133:9876/udp/239.3.1.153:8136
CCTV15,http://123.113.187.204:8000/udp/239.3.1.153:8136
CCTV15,http://14.19.168.64:4022/udp/239.77.1.239:5146
CCTV15,http://hebdx.chunfengyun.top:4022/rtp/239.254.201.124:8136$组播源
CCTV15,http://183.144.192.51:6868/rtp/233.50.201.15:5140
CCTV15,http://125.82.171.210:8888/rtp/235.254.198.11:1320$组播源
CCTV15,http://111.196.129.152:20000/rtp/239.3.1.153:8136
CCTV15,http://111.196.129.152:20000/rtp/239.3.1.153:8136$组播源
CCTV15,http://113.13.242.220:4022/udp/239.81.0.27:4056
CCTV15,http://222.95.92.12:4000/rtp/239.49.1.15:6000$720x576
CCTV15,http://171.107.73.129:4000/udp/239.81.0.230:4056
CCTV15,http://60.26.63.45:8000/udp/225.1.2.194:5002
CCTV15,http://221.219.79.161:4000/rtp/239.3.1.153:8136$dsj
CCTV15,http://221.219.79.161:4000/udp/239.3.1.153:8136
CCTV15,http://113.65.5.217:85/udp/239.77.1.239:5146
CCTV15,http://113.100.72.88:8899/udp/239.77.1.239:5146
CCTV15,http://114.83.223.132:9999/udp/239.45.1.200:5140
CCTV15,http://115.49.74.158:4000/rtp/225.1.4.216:1269$组播源
CCTV15,http://60.2.190.206:4000/udp/239.253.93.154:6322
CCTV15,http://nas.laoknas.com:9000/rtp/232.0.0.179:1234$组播源
CCTV15,http://123.113.249.203:8888/udp/239.3.1.153:8136
CCTV15,http://123.113.249.203:8888/rtp/239.3.1.153:8136$组播源
CCTV15,http://222.129.139.229:8888/rtp/239.3.1.153:8136$组播源
CCTV15,http://123.157.31.182:7912/rtp/233.50.201.15:5140$组播源
CCTV15,http://123.113.187.204:8000/rtp/239.3.1.153:8136$组播源
CCTV15,http://114.249.229.24:8888/udp/239.3.1.153:8136$订阅源
CCTV15,http://123.113.187.204:8000/rtp/239.3.1.153:8136
CCTV15,http://218.241.192.50:8808/rtp/239.3.1.153:8136
CCTV15,http://222.129.139.91:8888/udp/239.3.1.153:8136
CCTV15,http://111.196.135.75:8686/rtp/239.3.1.153:8136$dsj
CCTV15,http://60.2.190.206:4000/rtp/239.253.93.154:6322$组播源
CCTV15,http://113.13.242.220:4022/udp/239.81.0.230:4056
CCTV15,http://114.243.110.0:4000/rtp/239.3.1.153:8136
CCTV15,http://114.252.238.87:8000/udp/239.3.1.153:8136
CCTV15,http://222.95.92.12:4000/rtp/239.49.1.15:6000
CCTV15,http://114.252.238.87:8000/rtp/239.3.1.153:8136
CCTV15,http://222.129.139.229:8888/rtp/239.3.1.153:8136
CCTV15,http://114.249.215.204:9888/udp/239.3.1.153:8136
CCTV15,http://111.196.191.248:5555/rtp/239.3.1.153:8136
CCTV15,http://222.129.139.229:8888/udp/239.3.1.153:8136
CCTV15,http://115.171.80.176:1688/udp/225.1.8.115:8052
CCTV16,http://222.129.139.91:8888/rtp/239.3.1.184:8001
CCTV16,http://222.129.139.229:8888/rtp/239.3.1.184:8001$组播源
CCTV16,http://221.219.79.161:4000/rtp/239.3.1.184:8001$组播源
CCTV16,http://114.252.236.205:8000/rtp/239.3.1.184:8001
CCTV16,http://123.113.187.204:8000/rtp/239.3.1.184:8001
CCTV16,http://114.252.236.205:8000/rtp/239.3.1.183:8001
CCTV16,http://221.219.79.161:4000/rtp/239.3.1.183:8001
CCTV16,http://114.243.110.0:4000/rtp/239.3.1.184:8001$组播源
CCTV16,http://111.196.129.152:20000/udp/239.3.1.184:8001$订阅源
CCTV16,http://xuys.top:8888/udp/225.1.2.237:5002
CCTV16,http://111.196.129.152:20000/rtp/239.3.1.184:8001
CCTV16,http://sweetown.fun:4000/rtp/239.3.1.184:8001
CCTV16,http://114.252.239.133:9876/udp/239.3.1.183:8001
